umap_1,umap_2,celltype
3.89595987073324,-6.13123646792898,1
4.68923885599973,-4.14424826231004,1
-1.20227162106223,0.618925942592307,1
3.69426172422027,-7.08104012981928,1
4.32039275011942,-5.55776154089169,1
-3.39236668784066,6.07998514203095,1
-2.97289048843946,6.80718104549021,1
-4.58307155284971,6.37738990847932,1
-3.28976277965572,5.74556668752741,1
-4.53302127148099,6.32944267279423,1
-6.95614581349297,0.312661217791238,1
-4.57559176935383,6.32463199778655,1
3.56905445723315,-6.95816583274602,1
-4.58237627402297,6.36115272758829,1
4.11078462868537,-5.08643231040659,1
4.97842030155622,-5.48099412626564,1
4.50270177278138,-6.82037776855495,1
4.256299603698,-4.62618656334131,1
4.48992703673994,-4.69190702556811,1
4.57559615509013,-5.86739574121451,1
4.2699725207683,-5.97556999937249,1
3.09182605062011,-7.79453139659337,1
-1.1953251951064,0.648369893289591,1
4.4890733178794,-5.21774623826416,1
4.66186109031514,-4.10193597333364,1
4.67169895132669,-5.03831528033693,1
4.71268208483099,-3.91587457146157,1
11.5689250525401,0.669145009367137,1
4.37901255740413,-6.16805421286144,1
-3.9826171455193,6.12303773397344,1
-1.24477475968722,0.569894270936771,1
-1.2015145410917,0.673417002740218,1
-3.81037058670221,6.68119918456968,1
4.45932912573615,-6.82385096069357,1
4.6749569776995,-5.32977024648047,1
4.82151067476456,-6.12523103461907,1
3.75030504299917,-6.85010547556227,1
4.24192706879666,-5.67757191591969,1
-3.284569074368,6.48769797724496,1
4.67225221979498,-4.05351237585451,1
2.73160139398437,-6.87179070392482,1
-3.46872042450672,6.3905833809748,1
3.95036188628673,-5.9884195671334,1
4.77368301821471,-6.20773915716347,2
-1.84477978274582,2.87827628164829,2
15.4560705370419,-2.81655387681366,2
-1.23540708514863,0.657747225491502,2
14.7153985244706,-2.59951698793384,2
3.60550443365872,-7.15194756378911,2
15.4588449801636,-2.80558921698984,2
-3.51943605729489,5.94111414309443,2
4.37030813122481,-5.65916635389917,2
15.4497209306659,-2.81397841199103,2
4.17352283511235,-6.03205001607268,2
4.6012746960488,-4.18352991588627,2
4.86756027075353,-5.69512196310539,2
4.54703848077771,-4.42507533099203,3
14.8193783955927,-2.62306391484346,3
3.46695785535562,-6.51600130829704,3
4.33476391914692,-5.51638605390805,3
11.5900822779987,0.589878039011963,3
3.07447675670296,-7.96454039100047,3
4.30845709592331,-5.91245918955018,3
4.87288281154337,-6.12375802693398,3
4.16057205050029,-5.26290284152711,3
4.38661579237028,-6.08299189641871,3
4.19382945421033,-6.25013695842138,3
4.09411277406549,-5.35022261662445,3
4.33801315779631,-6.1158602710885,3
4.23545539771037,-5.40381680313136,3
4.35991588088883,-6.87000158956816,3
-4.98104125007689,-3.65028808690894,4
1.92471973566266,4.6143340871033,4
-7.25485182236458,-5.12481075445609,4
-6.44342472817326,-1.50170574724704,4
-5.34409076768128,-3.12260652769859,4
-4.93737862148631,-3.96746264434678,4
4.5528796709082,-6.66294716971702,4
-4.65702036925925,-6.19808640588514,4
3.49652128006865,-7.28277432678615,4
-7.05143975501602,0.452072062588379,4
2.47635383543863,-7.94672881460052,4
-6.74919103640044,-0.334527321863078,4
-5.28361366260244,-3.26138174500126,4
-4.37217900915912,-6.1992106086325,4
-5.11203747790979,-3.71684954079938,5
-4.09519937213487,-5.74295692929388,5
2.54031883593495,3.88526062430066,5
-4.82753169151328,-5.24093792419581,5
-5.01123103417183,-3.77947669504604,5
