umap_1,umap_2,celltype
1.27922713091733,4.24779683702621,1
0.947524914201918,4.29208008559112,1
1.74711845691148,4.26114304138125,1
2.02324723248878,1.81262753636644,1
2.1371326307919,1.57501406697412,1
1.26908849297285,4.22750883249474,1
-1.29988375488585,2.93343510596578,1
-0.0195763801564342,3.10507701093122,1
2.12454680230233,0.810626923833224,1
2.06725043594355,1.74035612553517,1
2.1271732786321,1.36924242137933,1
1.97469241322156,2.04419256864365,1
0.117481435612601,2.94110194751108,1
-0.502406701527523,2.64075643841153,1
-0.506243655639666,3.40172324511489,1
2.13979331417982,1.53622212160496,1
1.01156271906659,0.0924958794630195,1
1.14156017455285,-0.305502101374073,1
2.0614381322473,1.28660591410473,1
3.21882184541278,2.18317165982863,1
3.38561173549504,2.19795000212875,1
-0.424101924080042,2.65203138955495,1
3.43067994967211,2.3320848990339,1
3.12570747831187,2.59559475503219,1
-0.697724623600737,2.54793967688725,1
3.09772844209762,2.59672291400327,1
3.08386269863905,2.63806479152227,1
3.27054169371892,2.2382079928201,1
3.26945807764473,2.51388105212764,1
3.47896310099964,2.21384255743596,1
-3.5787739399485,0.990638488652433,1
2.29483245330283,1.35576441037294,1
2.18554112049656,1.40015680332448,1
-0.73177399262772,2.33035863562591,1
1.92014493795842,0.637441357484468,1
4.93668326956282,1.12463930642402,1
1.94548832571874,1.23671945958932,1
3.36215841884865,2.2416676684658,1
1.97486375988964,1.8999927386674,1
1.97622680676966,1.65121074706436,1
2.00887110248191,1.75681671039401,1
3.27754106904407,2.25232347532933,1
3.25085128783356,2.22288027824223,1
2.2718638180388,1.03083232061243,1
1.08356881423671,0.012918220361275,1
3.33078250447735,2.16315089620964,1
-2.21225533444805,0.592985877525613,1
1.12977386720568,-0.136280581931194,1
1.89727751889422,0.573669639302673,1
2.10627809191479,1.3650641615499,1
2.28403549623507,0.945318774199384,1
1.62186947459674,-0.355132710209056,1
-2.03166331495219,4.01909528823396,1
-2.1163574652989,2.57810585401875,1
0.869014475779768,-1.02426135597983,1
-3.35453640466349,3.27773195375831,1
2.25334948512638,0.98890877017042,1
-0.769508065914919,2.37817852364503,1
1.7328479501563,-0.296141392294487,1
2.40675602207433,-0.0460283750714457,1
1.02631042818457,-0.0135338883813416,1
1.08187070577378,-0.166891058294749,1
-3.48642964914274,1.48106245709447,1
1.77452296936854,0.536010199717409,1
0.971468422898425,0.124811842931317,1
1.93545671906434,0.6219700649408,1
1.59437238983941,-0.503281721655572,1
2.14751423083432,0.813018548671259,1
1.10368165126975,-0.234748610221611,1
2.16849544704724,1.42755355122567,1
1.09321516821881,-0.0300649991672745,1
-2.18127644703551,4.04068813596375,1
2.1136745571675,0.944691180961291,1
2.12850964540987,1.60281930223089,1
-2.83557733357872,3.33831741406609,1
1.09416339304326,-0.380846593746227,1
1.75882523125364,1.17434373527474,1
1.29285600156922,-0.435645452368362,1
2.18662984823305,1.34463731230262,1
0.980458290494807,-0.436417774725507,1
0.940207914191566,-0.886507792359681,1
0.787225930621865,-0.858030614705364,1
1.775345237937,-0.236995946771449,1
1.92185473554106,0.783001388550305,1
0.755531892141393,-0.635525018730852,1
-2.39020750836159,0.545879797017332,1
1.17087589686416,-0.199836734950897,1
1.21842191664676,-0.533246814103556,1
1.86477259839732,0.778179085308959,1
3.13240335110206,0.607791062348971,1
-3.7421016737234,-0.771618348644699,1
0.948391386820189,-0.847124131284844,1
1.5756367355208,0.57912171087875,1
-3.34464744199225,-0.411402652547904,1
-2.04621927169889,0.541332494580204,1
2.21935463776115,0.873229268066785,1
2.15417031416885,1.47149971587532,1
1.63150952943304,-0.530819293368973,1
2.67961076510937,0.609323538195737,1
1.85282126532266,0.605610533049657,1
1.59152707629655,-0.317124355672973,1
-2.07202050102385,0.300986084354422,1
1.0065125564521,-1.83495803720774,1
-2.6652467983306,0.110454774979471,1
2.05508833894937,0.786871111755682,1
1.58371914940752,-0.543847793631774,1
1.22531163757466,-0.64261213439486,1
-3.8970596647222,0.457010468762623,1
2.69168408124164,0.605471086263819,1
-2.22092668225032,0.510961988244274,1
2.29909285617841,-0.0278865862863536,1
2.49852534124464,0.459309536774713,1
1.69157773357404,-0.273816999364176,1
1.63150189679306,-0.370609139771494,1
1.88995086328772,-0.290201704403923,1
2.03710619410419,0.820150650972119,1
1.12535731245915,-0.0979624565183253,1
2.11934891611275,1.4465028668114,1
1.86405053922888,0.44796155185958,1
1.1239325011139,-0.152265038530312,1
1.90439976952021,0.667823057404684,1
11.0712944321124,-0.396938600988748,4
11.2054732008103,-0.358223124783432,4
10.9740470173768,-0.210238130832974,4
12.1280650141225,-1.02491886701502,4
10.7006860385479,-1.09575385592595,4
11.595277702672,-1.39196527196164,4
10.8858193800199,-0.990962031800426,4
5.11706896470465,1.31385945166736,4
2.2781168745872,-0.269750647371114,4
5.40834104795816,1.41363147632899,4
6.25244422767578,1.72034511946904,4
11.411756427012,1.50488841813341,4
11.2988870029481,-0.387321770487413,4
11.6535888613174,-2.10200908063639,4
5.00034886908449,0.948727601652442,4
2.05020004800743,0.105533909747504,4
10.1736963888434,-3.08137904595257,4
12.3870599692455,-0.303057684914357,4
11.0423407609203,-0.225597800618238,4
1.8150928704796,1.66480376658659,4
11.2561840065005,-0.447312501904161,4
10.9617228559293,-0.246440031619786,4
-3.73578942312832,-0.83237029173282,4
11.064666928757,-2.51735572571731,4
10.7958886144507,-0.200044691726341,4
11.8228206891352,-0.976523914574225,4
10.1688734025953,-3.07978162426471,4
11.2845125464486,-2.09972538641373,4
11.6079506489413,-1.44696088781413,4
12.1357064721575,-0.99879444822962,4
11.8847990429798,-0.250114852476805,4
10.1418069126298,-3.10094850966281,4
12.0173249048941,-0.780582935249068,4
5.79972501679008,1.20157816473817,4
12.161131995573,-0.858275197991369,4
5.55607154574291,0.910646036217934,4
11.1931089081645,1.78180890568778,4
10.801218883214,1.00934987738441,4
11.3377650208358,-2.02322969966418,4
11.6782173961697,-2.01846236686008,4
12.4249183949912,-0.248589601673708,4
11.1326178575487,-2.48225582222679,4
10.9667135198455,-2.50091497189933,4
11.7638201279259,-1.18288602529142,4
10.6879368155613,-2.67240736475409,4
5.10467821437416,1.30992451222964,3
3.59963433293428,0.476940866277702,3
4.97471909667833,1.183162748361,3
5.13767683167815,1.32143084256526,3
2.04366680383284,1.23342178696624,3
1.13060863484995,-0.246325446054371,3
5.73619935333399,1.50126204196472,3
11.6216046170003,-0.733781985029964,3
11.6350894924373,-0.567385468857024,3
-2.08803078575598,0.423451315464746,3
1.60193449767297,1.02998197967541,3
5.02612080858738,1.12908363081412,3
0.808298412626821,0.0541478508614425,3
11.5114108539766,-2.20085283114892,3
5.05835058630725,0.755869664724914,3
10.9750600789335,-2.44346726455386,3
1.97664975272429,1.16814356635005,3
11.7792144788758,-0.487008252861298,3
11.6359545816535,-0.757582642791414,3
11.0705341550201,-2.42323064556427,3
11.1582789352092,1.39500440300488,3
11.5669642334419,-0.715324165759847,3
11.2702500286186,-2.1276850029533,3
6.35683318698827,1.66800793219182,3
11.1774977476319,-2.15413228890158,3
2.32295802664059,1.4806646278016,3
6.2481990178886,1.55645420058101,3
5.12536075526634,0.862884519385706,3
5.10665918231348,1.32188120175131,3
